id_inquilino,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17
2136,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,salir,si
2137,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,rock,no,casa,no
2138,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
2139,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,casa,si
2140,mañana,madrugador,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
2141,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,si,relajada,pop,si,casa,no
2142,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
2143,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,casa,si
2144,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,salir,no
2145,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
2146,noche,madrugador,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
2147,noche,nocturno,primaria,no,no,no,con mascotas,pedir comida,si,si,si,si,ordenada,rock,si,salir,si
2148,mañana,madrugador,primaria,no,no,si,con mascotas,cocinar,no,si,no,no,ordenada,pop,no,casa,no
2149,mañana,madrugador,universitaria,si,no,no,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,si
2150,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,relajada,rock,si,casa,no
2151,noche,madrugador,universitaria,si,si,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2152,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,si
2153,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,si,ordenada,rock,si,salir,no
2154,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,si
2155,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
2156,noche,nocturno,primaria,no,no,no,con mascotas,pedir comida,no,no,no,si,relajada,reggaeton,si,salir,si
2157,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
2158,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,no,salir,si
2159,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
2160,noche,nocturno,universitaria,no,no,no,sin mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
2161,noche,nocturno,universitaria,si,si,no,sin mascotas,pedir comida,no,si,si,no,relajada,clasica,si,salir,si
2162,mañana,nocturno,primaria,no,no,si,con mascotas,cocinar,no,no,si,si,ordenada,rock,no,casa,no
2163,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,no,ordenada,clasica,si,salir,si
2164,noche,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,relajada,pop,si,casa,no
2165,mañana,madrugador,primaria,no,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,salir,no
2166,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
2167,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,no
2168,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,casa,si
2169,noche,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
2170,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
2171,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,salir,no
2172,noche,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,no
2173,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,no,ordenada,reggaeton,si,salir,si
2174,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
2175,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
2176,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
2177,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
2178,noche,madrugador,primaria,no,no,si,con mascotas,pedir comida,si,no,si,no,relajada,clasica,no,casa,si
2179,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,si
2180,noche,madrugador,universitaria,si,no,no,con mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
2181,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,si
2182,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2183,mañana,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,salir,si
2184,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2185,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,no,si,si,si,relajada,pop,si,salir,si
2186,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,pop,no,casa,si
2187,mañana,madrugador,primaria,no,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
2188,mañana,madrugador,universitaria,si,si,si,con mascotas,pedir comida,no,no,si,no,relajada,clasica,si,salir,si
2189,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
2190,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
2191,noche,nocturno,primaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
2192,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,clasica,si,salir,no
2193,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,salir,no
2194,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2195,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2196,noche,nocturno,universitaria,no,no,si,con mascotas,pedir comida,si,si,no,si,ordenada,clasica,si,salir,si
2197,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
2198,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,si
2199,mañana,madrugador,universitaria,si,si,si,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,no
2200,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
2201,mañana,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
2202,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,no,casa,no
2203,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,no,salir,si
2204,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
2205,mañana,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,relajada,rock,no,salir,no
2206,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,no,casa,no
2207,noche,madrugador,secundaria,no,no,no,con mascotas,cocinar,no,si,si,si,relajada,clasica,si,casa,no
2208,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
2209,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,salir,si
2210,noche,nocturno,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
2211,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2212,noche,nocturno,primaria,si,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,no,salir,no
2213,noche,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
2214,mañana,madrugador,secundaria,si,no,si,sin mascotas,pedir comida,no,no,si,no,relajada,rock,no,casa,no
2215,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,si,si,no,ordenada,rock,no,casa,no
2216,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,casa,no
2217,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
2218,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
2219,mañana,madrugador,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,no,ordenada,rock,si,salir,si
2220,mañana,madrugador,universitaria,no,si,si,sin mascotas,cocinar,si,no,si,no,ordenada,reggaeton,no,casa,no
2221,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
2222,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,si,ordenada,pop,no,casa,no
2223,mañana,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,no
2224,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,si,no,ordenada,clasica,no,casa,no
2225,noche,madrugador,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,no,relajada,rock,si,salir,si
2226,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,no,no,si,relajada,reggaeton,si,salir,no
2227,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
2228,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
2229,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,si,si,no,ordenada,rock,si,casa,si
2230,mañana,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,casa,si
2231,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,relajada,rock,si,casa,no
2232,mañana,madrugador,universitaria,si,si,si,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2233,mañana,nocturno,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2234,noche,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,salir,no
2235,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,casa,si
2236,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,si
2237,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,si,no,no,relajada,rock,no,casa,si
2238,noche,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,si,ordenada,pop,no,casa,no
2239,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
2240,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,no
2241,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,si,ordenada,pop,si,salir,si
2242,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,casa,si
2243,noche,madrugador,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,no,relajada,pop,si,salir,si
2244,noche,nocturno,secundaria,no,si,si,con mascotas,cocinar,si,si,si,si,relajada,rock,si,salir,si
2245,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,si,si,ordenada,clasica,si,casa,no
2246,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
2247,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,si
2248,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
2249,mañana,madrugador,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
2250,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,si,relajada,pop,si,salir,si
2251,noche,nocturno,universitaria,no,no,no,sin mascotas,pedir comida,si,no,si,si,relajada,reggaeton,no,salir,si
2252,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,si
2253,mañana,nocturno,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
2254,noche,madrugador,universitaria,no,si,no,con mascotas,cocinar,no,si,si,si,ordenada,clasica,si,salir,si
2255,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,no,salir,no
2256,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,ordenada,reggaeton,si,casa,si
2257,mañana,nocturno,universitaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2258,noche,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,no,no,no,relajada,rock,si,salir,no
2259,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,no
2260,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
2261,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2262,mañana,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,reggaeton,si,salir,no
2263,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,no,ordenada,clasica,si,salir,si
2264,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,no,relajada,clasica,si,salir,si
2265,mañana,nocturno,universitaria,si,si,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,si,casa,no
2266,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
2267,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
2268,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,no,relajada,pop,no,casa,si
2269,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,no,salir,si
2270,noche,nocturno,primaria,si,si,si,sin mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
2271,mañana,madrugador,primaria,no,no,si,con mascotas,pedir comida,no,si,no,no,relajada,rock,si,casa,no
2272,mañana,madrugador,secundaria,no,no,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,casa,si
2273,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
2274,noche,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,no,no,no,si,relajada,reggaeton,si,casa,si
2275,mañana,madrugador,primaria,si,no,no,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2276,mañana,madrugador,primaria,no,no,no,sin mascotas,cocinar,no,no,no,si,relajada,rock,no,casa,no
2277,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,rock,si,casa,no
2278,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
2279,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,no,salir,no
2280,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
2281,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
2282,noche,nocturno,secundaria,si,si,no,con mascotas,cocinar,si,si,si,si,ordenada,reggaeton,no,salir,si
2283,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,si,si,ordenada,rock,no,casa,no
2284,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,no
2285,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,ordenada,clasica,si,salir,si
2286,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,no,casa,no
2287,mañana,nocturno,universitaria,si,si,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2288,noche,nocturno,primaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
2289,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
2290,noche,nocturno,universitaria,no,no,si,sin mascotas,cocinar,si,si,si,si,relajada,rock,si,salir,si
2291,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,casa,si
2292,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,si,si,ordenada,rock,si,casa,no
2293,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,si,no,no,ordenada,reggaeton,si,salir,si
2294,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
2295,noche,nocturno,universitaria,si,si,no,con mascotas,cocinar,si,no,si,no,relajada,clasica,si,casa,si
2296,noche,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,si,casa,no
2297,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,si,relajada,pop,si,casa,si
2298,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,casa,si
2299,noche,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,reggaeton,si,casa,no
2300,noche,madrugador,secundaria,no,si,no,sin mascotas,cocinar,si,si,si,si,ordenada,reggaeton,si,salir,si
2301,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2302,noche,madrugador,primaria,no,no,si,sin mascotas,pedir comida,si,no,si,si,ordenada,rock,si,salir,no
2303,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
2304,noche,nocturno,secundaria,no,no,si,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,no
2305,mañana,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
2306,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,si
2307,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
2308,noche,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
2309,noche,nocturno,secundaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
2310,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,clasica,si,salir,si
2311,mañana,madrugador,primaria,si,no,no,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
2312,mañana,nocturno,secundaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
2313,mañana,nocturno,primaria,si,no,si,con mascotas,cocinar,no,si,si,no,ordenada,rock,no,casa,no
2314,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,si
2315,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
2316,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
2317,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,no
2318,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,si,casa,no
2319,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,no,casa,si
2320,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,si,casa,no
2321,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
